price,title,year,mileage,engine,transmission,body_type,drive_type,color
140 000 ₽,Lada (ВАЗ) 2115,2006,250000км,1.5 л / 76 л.с. / Бензин,механика,седан,передний,серебристый
470 000 ₽,Toyota Carina VII (T210),1998,340494км,1.8 л / 115 л.с. / Бензин,автомат,седан,передний,белый
154 000 ₽,Lada (ВАЗ) 2114,2004,324000км,1.5 л / 77 л.с. / Бензин,механика,хэтчбек 5 дв.,передний,синий
1 450 000 ₽,Geely Atlas I,2018,147661км,2.4 л / 149 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серебристый
14 725 468 ₽,Lincoln Aviator II,2024,6км,3.0 л / 400 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,чёрный
369 000 ₽,Nissan Sunny B15,1999,197810км,1.5 л / 105 л.с. / Бензин,механика,седан,передний,белый
250 000 ₽,"Toyota Previa I (XR10, XR20)",1992,230000км,2.4 л / 132 л.с. / Бензин,механика,минивэн,задний,красный
180 000 ₽,Nissan Almera II (N16),2002,378708км,1.8 л / 114 л.с. / Бензин,механика,седан,передний,голубой
990 000 ₽,Nissan Mistral,1996,220000км,2.7 л / 100 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,синий
5 130 000 ₽,Toyota Crown Sport XVI (S230),2023,9800км,2.5 л / 306 л.с. / Гибрид,вариатор,внедорожник 5 дв.,полный,серый
3 050 000 ₽,Subaru Forester V,2019,57000км,2.5 л / 185 л.с. / Бензин,вариатор,внедорожник 5 дв.,полный,белый
655 000 ₽,Kia Sportage II,2006,250000км,2.0 л / 112 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,серебристый
600 000 ₽,Hyundai Santa Fe I,2000,270000км,2.4 л / 146 л.с. / Бензин,автомат,внедорожник 5 дв.,передний,чёрный
1 449 000 ₽,Volkswagen Polo VI,2021,57837км,1.6 л / 90 л.с. / Бензин,механика,лифтбек,передний,чёрный
150 000 ₽,Lada (ВАЗ) 2112,2002,172000км,1.5 л / 92 л.с. / Бензин,механика,хэтчбек 5 дв.,передний,серебристый
2 050 000 ₽,Volkswagen Touareg II,2011,205000км,3.6 л / 249 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,коричневый
265 000 ₽,Nissan AD II,2002,150000км,1.8 л / 105 л.с. / Газ,автомат,универсал 5 дв.,передний,серый
640 000 ₽,Ford Mondeo III Рестайлинг,2006,187940км,1.8 л / 125 л.с. / Бензин,механика,седан,передний,голубой
300 000 ₽,Renault Logan I,2008,290000км,1.4 л / 75 л.с. / Бензин,механика,седан,передний,серый
160 000 ₽,Lada (ВАЗ) 2112,2003,250000км,1.5 л / 92 л.с. / Бензин,механика,хэтчбек 5 дв.,передний,серый
970 000 ₽,Volkswagen Touareg I,2005,169550км,3.2 л / 241 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серебристый
909 000 ₽,Skoda Octavia II (A5) Рестайлинг,2012,218634км,1.8 л / 152 л.с. / Бензин,автомат,лифтбек,передний,белый
450 000 ₽,ГАЗ 3102 «Волга»,1995,33300км,2.5 л / 100 л.с. / Бензин,механика,седан,задний,белый
650 000 ₽,BMW 7 серии 750i IV (E65/E66) Рестайлинг,2006,200000км,4.8 л / 367 л.с. / Бензин,автомат,седан,задний,серый
2 500 000 ₽,Mitsubishi Lancer Evolution VII,2001,164100км,2.0 л / 280 л.с. / Бензин,механика,седан,полный,красный
3 349 221 ₽,BAIC BJ40 I Рестайлинг,2023,1505км,2.0 л / 218 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,зелёный
4 560 000 ₽,Subaru Outback VI Рестайлинг,2024,20141км,2.5 л / 188 л.с. / Бензин,вариатор,универсал 5 дв.,полный,красный
2 570 000 ₽,SsangYong Korando IV,2022,44200км,1.6 л / 136 л.с. / Дизель,автомат,внедорожник 5 дв.,передний,белый
239 999 ₽,Volkswagen Passat B5,1997,502373км,1.8 л / 125 л.с. / Бензин,механика,седан,передний,серый
640 000 ₽,Hyundai i20 I,2010,190000км,1.4 л / 100 л.с. / Бензин,автомат,хэтчбек 5 дв.,передний,чёрный
850 000 ₽,Toyota RAV4 II (XA20) Рестайлинг,2003,285000км,1.8 л / 125 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серый
510 000 ₽,Subaru Impreza II Рестайлинг 1,2005,150000км,1.5 л / 100 л.с. / Бензин,автомат,седан,передний,серый
690 000 ₽,Volkswagen Passat B5 Рестайлинг,2003,358000км,2.8 л / 193 л.с. / Бензин,механика,универсал 5 дв.,полный,серебристый
1 560 000 ₽,Nissan Teana III,2014,146707км,2.5 л / 173 л.с. / Бензин,вариатор,седан,передний,чёрный
1 790 000 ₽,Subaru Forester IV,2014,200000км,2.5 л / 171 л.с. / Бензин,вариатор,внедорожник 5 дв.,полный,чёрный
2 445 000 ₽,Nissan Murano III (Z52),2017,143754км,3.5 л / 249 л.с. / Бензин,вариатор,внедорожник 5 дв.,полный,оранжевый
275 000 ₽,Mazda Demio II (DY),2003,334000км,1.5 л / 113 л.с. / Бензин,автомат,хэтчбек 5 дв.,передний,чёрный
995 000 ₽,Volkswagen Tiguan I Рестайлинг,2013,150596км,1.4 л / 122 л.с. / Бензин,механика,внедорожник 5 дв.,передний,синий
,Audi Q7 II (4M),2019,88000км,3.0 л / 249 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,синий
8 999 000 ₽,GMC Sierra Crew Cab IV Рестайлинг,2025,1км,3.0 л / 305 л.с. / Дизель,автомат,пикап двойная кабина,полный,белый
1 800 000 ₽,Mitsubishi L200 Easy Select IV Рестайлинг,2014,176000км,2.5 л / 136 л.с. / Дизель,механика,пикап двойная кабина,полный,синий
2 295 000 ₽,Mercedes-Benz G-Класс 500 II (W463),1999,255000км,5.0 л / 296 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,синий
21 000 000 ₽,Mercedes-Benz G-Класс AMG 63 AMG II (W463),2019,27000км,4.0 л / 585 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,синий
750 000 ₽,Renault Scenic III,2009,313000км,1.5 л / 106 л.с. / Дизель,механика,компактвэн,передний,серый
15 500 000 ₽,Toyota Land Cruiser 300 Series,2024,20км,3.5 л / 415 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,чёрный
1 300 000 ₽,Mercedes-Benz C-Класс 280 III (W204),2010,172890км,3.0 л / 231 л.с. / Бензин,автомат,седан,полный,чёрный
890 000 ₽,Hyundai Solaris I,2013,145000км,1.6 л / 123 л.с. / Бензин,механика,хэтчбек 5 дв.,передний,серый
500 000 ₽,Skoda Octavia II (A5) Рестайлинг,2012,200000км,1.4 л / 80 л.с. / Бензин,механика,лифтбек,передний,бежевый
1 900 000 ₽,Toyota Highlander II (U40) Рестайлинг,2011,176000км,3.5 л / 273 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,белый
2 300 000 ₽,Nissan Patrol V (Y61),1998,300000км,4.2 л / 145 л.с. / Дизель,механика,внедорожник 5 дв.,полный,зелёный
11 140 000 ₽,Lexus RX 500h V,2024,10км,2.4 л / 371 л.с. / Гибрид,автомат,внедорожник 5 дв.,полный,белый
530 000 ₽,Nissan Xterra I,2000,200000км,3.3 л / 170 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,жёлтый
1 230 000 ₽,Kia Ceed II,2013,183000км,1.6 л / 129 л.с. / Бензин,автомат,хэтчбек 3 дв.,передний,оранжевый
479 999 ₽,Toyota Camry V40,1997,300000км,1.8 л / 125 л.с. / Бензин,автомат,седан,передний,белый
240 000 ₽,Renault Laguna I,1994,180000км,2.0 л / 113 л.с. / Бензин,механика,лифтбек,передний,серебристый
330 000 ₽,Mitsubishi Lancer Cedia IX,2000,244300км,1.5 л / 100 л.с. / Бензин,вариатор,седан,передний,белый
620 000 ₽,Opel Astra H Рестайлинг,2010,110000км,1.8 л / 140 л.с. / Бензин,автомат,хэтчбек 5 дв.,передний,серебристый
1 000 000 ₽,Subaru Tribeca I Рестайлинг,2008,197000км,3.6 л / 258 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серый
12 721 000 ₽,Land Rover Range Rover Sport III,2023,35748км,3.0 л / 300 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,белый
2 300 000 ₽,Kia Sorento III Prime Рестайлинг,2019,108653км,2.4 л / 188 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,белый
380 000 ₽,Audi A4 I (B5),1998,435000км,2.4 л / 165 л.с. / Бензин,автомат,универсал 5 дв.,передний,серебристый
2 300 000 ₽,GAC GS8 II,2021,38100км,2.0 л / 252 л.с. / Бензин,автомат,внедорожник 5 дв.,передний,чёрный
,Mercedes-Benz E-Класс AMG 53 AMG V (W213) Рестайлинг,2021,78106км,3.0 л / 435 л.с. / Бензин,автомат,седан,полный,чёрный
2 049 000 ₽,Lexus RX 350 III,2009,250000км,3.5 л / 277 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,красный
735 350 ₽,Toyota RAV4 II (XA20),2000,377000км,2.0 л / 152 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,белый
1 468 216 ₽,Volkswagen Golf VII Рестайлинг,2019,69600км,1.5 л / 130 л.с. / Бензин,механика,универсал 5 дв.,передний,красный
15 555 555 ₽,Nissan Silvia VII (S15),2002,125000км,2.0 л / 165 л.с. / Бензин,механика,купе,задний,синий
895 000 ₽,Skoda Octavia III (A7),2014,182872км,1.2 л / 105 л.с. / Бензин,робот,лифтбек,передний,красный
2 130 000 ₽,Volkswagen Touareg II,2012,208000км,3.6 л / 249 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,чёрный
1 190 000 ₽,Volkswagen Tiguan I Рестайлинг,2013,149180км,1.4 л / 150 л.с. / Бензин,механика,внедорожник 5 дв.,полный,белый
1 850 000 ₽,Haval F7x I,2022,35000км,1.5 л / 169 л.с. / Бензин,робот,внедорожник 5 дв.,передний,белый
1 500 000 ₽,Lexus LX 470 II,2000,235693км,4.7 л / 234 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серый
1 200 000 ₽,Subaru Forester III,2008,145425км,2.5 л / 173 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,белый
890 000 ₽,Nissan Juke I,2012,127000км,1.6 л / 117 л.с. / Бензин,вариатор,внедорожник 5 дв.,передний,серый
600 000 ₽,Nissan Homy IV Рестайлинг,1990,267000км,2.7 л / 100 л.с. / Дизель,автомат,минивэн,полный,серый
1 650 000 ₽,Volvo XC60 I Рестайлинг,2013,241000км,2.4 л / 163 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,чёрный
2 843 000 ₽,Kia K7 YG (II) Рестайлинг,2020,43000км,2.2 л / 202 л.с. / Дизель,автомат,седан,передний,белый
800 000 ₽,SsangYong Kyron 4-speed I Рестайлинг,2010,182000км,2.3 л / 150 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серый
1 250 000 ₽,Toyota Camry VI (XV40),2007,402000км,2.4 л / 167 л.с. / Бензин,автомат,седан,передний,чёрный
98 000 ₽,Lada (ВАЗ) 2107,2006,100000км,1.6 л / 74 л.с. / Бензин,механика,седан,задний,зелёный
17 445 000 ₽,BMW iX M60 I (I20),2025,1560км,540 л.с. / 397 кВт / Электро,Заряд на 563 км,внедорожник 5 дв.,полный,белый
1 480 000 ₽,BMW 1 серии 116i II (F20/F21),2013,98900км,1.6 л / 136 л.с. / Бензин,механика,хэтчбек 5 дв.,задний,чёрный
1 600 000 ₽,BMW 7 серии Long 745Li IV (E65/E66),2002,283000км,4.4 л / 333 л.с. / Бензин,автомат,седан,задний,чёрный
2 200 000 ₽,Toyota Voxy III (R80) Рестайлинг,2018,99000км,2.0 л / 152 л.с. / Бензин,вариатор,минивэн,передний,серый
3 950 000 ₽,Zeekr X,2023,39км,428 л.с. / 315 кВт / Электро,Заряд на 512 км,внедорожник 5 дв.,полный,зелёный
90 000 ₽,Lada (ВАЗ) 2105,2005,99999км,1.5 л / 71 л.с. / Бензин,механика,седан,задний,пурпурный
5 450 000 ₽,Toyota Highlander IV (U70),2024,30км,2.0 л / 248 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,белый
1 150 000 ₽,BMW 5 серии 525i V (E60/E61),2006,200000км,2.5 л / 218 л.с. / Бензин,автомат,седан,задний,чёрный
1 470 000 ₽,Toyota Camry VII (XV50),2012,265000км,2.5 л / 181 л.с. / Бензин,автомат,седан,передний,чёрный
1 250 000 ₽,Kia Optima III,2012,205000км,2.0 л / 274 л.с. / Бензин,автомат,седан,передний,белый
1 520 000 ₽,Audi Q3 I (8U),2012,156736км,2.0 л / 170 л.с. / Бензин,робот,внедорожник 5 дв.,полный,белый
570 000 ₽,Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,2008,198118км,2.0 л / 137 л.с. / Бензин,автомат,седан,передний,серебристый
520 000 ₽,Dodge Caravan Grand IV,2003,265000км,3.3 л / 182 л.с. / Бензин,автомат,минивэн,передний,серый
250 000 ₽,Peugeot 206,2003,200000км,1.4 л / 75 л.с. / Бензин,механика,хэтчбек 5 дв.,передний,золотистый
8 610 000 ₽,Mercedes-Benz GLE 300 d II (V167) Рестайлинг,2025,3350км,2.0 л / 269 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,чёрный
250 000 ₽,Volkswagen Golf IV,1998,250000км,1.4 л / 75 л.с. / Бензин,механика,хэтчбек 5 дв.,передний,серебристый
1 630 000 ₽,Toyota RAV4 Long III (XA30) Рестайлинг,2009,79000км,2.4 л / 170 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,чёрный
,Ford Mondeo II,1997,286000км,1.6 л / 90 л.с. / Бензин,механика,седан,передний,пурпурный
15 762 583 ₽,Cadillac Escalade V,2023,8700км,6.2 л / 420 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,белый
1 547 000 ₽,Nissan X-Trail II Рестайлинг,2011,178000км,2.0 л / 141 л.с. / Бензин,вариатор,внедорожник 5 дв.,полный,чёрный
899 000 ₽,Mitsubishi L200 V,2016,184000км,2.4 л / 154 л.с. / Дизель,механика,пикап двойная кабина,полный,белый
3 800 000 ₽,Toyota Land Cruiser 200 Series Рестайлинг 1,2012,205841км,4.5 л / 235 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,белый
100 000 ₽,Rover 200 III (R3),1999,250000км,1.4 л / 75 л.с. / Бензин,механика,хэтчбек 5 дв.,передний,синий
460 800 ₽,Datsun mi-DO,2017,217002км,1.6 л / 106 л.с. / Бензин,механика,хэтчбек 5 дв.,передний,чёрный
699 000 ₽,Skoda Octavia II (A5) Рестайлинг,2009,222450км,1.6 л / 102 л.с. / Бензин,автомат,лифтбек,передний,чёрный
12 980 000 ₽,BMW iX xDrive50 I (I20),2025,5км,523 л.с. / 385 кВт / Электро,Заряд на 631 км,внедорожник 5 дв.,полный,белый
169 000 ₽,Lada (ВАЗ) 2112,2004,150000км,1.5 л / 94 л.с. / Бензин,механика,хэтчбек 5 дв.,передний,серебристый
6 500 700 ₽,BMW 7 серии 730d xDrive VI (G11/G12) Рестайлинг,2022,55000км,3.0 л / 286 л.с. / Дизель,автомат,седан,полный,чёрный
440 000 ₽,Mitsubishi Pajero II,1995,300000км,3.0 л / 150 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,синий
960 000 ₽,УАЗ Patriot I Рестайлинг 3,2017,199000км,2.7 л / 135 л.с. / Бензин,механика,внедорожник 5 дв.,полный,белый
723 000 ₽,Honda Freed I Рестайлинг,2012,43000км,1.5 л / 118 л.с. / Бензин,вариатор,компактвэн,передний,серый
1 100 000 ₽,Ford Explorer IV,2005,534000км,4.6 л / 295 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серый
1 790 000 ₽,Kia Sportage IV Рестайлинг,2019,38635км,2.4 л / 184 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,фиолетовый
5 790 000 ₽,Zeekr 001 100 kWh I,2023,597км,544 л.с. / 400 кВт / Электро,Заряд на 656 км,лифтбек,полный,белый
999 000 ₽,Volvo XC70 I Рестайлинг,2006,180000км,2.5 л / 210 л.с. / Бензин,автомат,универсал 5 дв.,полный,белый
190 000 ₽,Lada (ВАЗ) 2115,2010,293540км,1.6 л / 81 л.с. / Бензин,механика,седан,передний,серебристый
3 800 000 ₽,Toyota Land Cruiser 200 Series Рестайлинг 1,2015,430000км,4.5 л / 235 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,чёрный
555 000 ₽,Toyota Mark II VII (X90),1993,240000км,2.0 л / 135 л.с. / Бензин,механика,седан,задний,чёрный
2 749 000 ₽,Skoda Octavia Scout III (A7) Рестайлинг,2018,86007км,1.8 л / 180 л.с. / Бензин,робот,универсал 5 дв.,полный,синий
2 050 000 ₽,Kia Optima IV,2017,81000км,2.0 л / 245 л.с. / Бензин,автомат,седан,передний,чёрный
1 720 000 ₽,BMW X5 48i II (E70),2007,210000км,4.8 л / 355 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серый
1 145 000 ₽,Nissan Terrano III (D10),2014,101480км,2.0 л / 135 л.с. / Бензин,автомат,внедорожник 5 дв.,передний,серый
,Porsche Taycan 4S I,2020,21000км,571 л.с. / 420 кВт / Электро,Заряд на 464 км,седан,полный,чёрный
5 990 000 ₽,Lexus RX 350 IV Рестайлинг,2022,14600км,3.5 л / 300 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,красный
4 350 000 ₽,Kia Carnival IV,2023,3042км,2.2 л / 202 л.с. / Дизель,автомат,минивэн,передний,чёрный
240 000 ₽,Toyota Corolla VII (E100),1996,350000км,1.6 л / 165 л.с. / Бензин,автомат,универсал 5 дв.,передний,синий
1 350 000 ₽,Skoda Rapid I Рестайлинг,2018,144005км,1.4 л / 125 л.с. / Бензин,робот,лифтбек,передний,белый
255 000 ₽,Honda Partner I,2002,239000км,1.5 л / 105 л.с. / Бензин,автомат,универсал 5 дв.,передний,серый
,Voyah Free 318 I Рестайлинг,2025,10км,1.5 л / 490 л.с. / Гибрид,автомат,внедорожник 5 дв.,полный,серый
355 555 ₽,ГАЗ 31105 «Волга»,2006,106800км,2.4 л / 137 л.с. / Бензин,механика,седан,задний,бежевый
3 460 000 ₽,BMW X5 M50d III (F15),2014,264000км,3.0 л / 381 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,синий
,Mazda CX-5 II,2022,30000км,2.5 л / 194 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,чёрный
650 000 ₽,Volvo S60 I,2003,187600км,2.4 л / 170 л.с. / Бензин,автомат,седан,передний,чёрный
2 050 000 ₽,Lynk & Co 01 I,2020,52000км,1.5 л / 197 л.с. / Гибрид,робот,внедорожник 5 дв.,передний,белый
1 190 000 ₽,Land Rover Range Rover Supercharged III Рестайлинг,2007,380000км,4.2 л / 396 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,чёрный
622 000 ₽,Chrysler Town & Country IV Рестайлинг,2005,288000км,3.3 л / 182 л.с. / Бензин,автомат,минивэн,передний,голубой
2 521 000 ₽,Chery Tiggo 7 Pro Plug-in Hybrid,2024,3351км,1.5 л / 235 л.с. / Гибрид,автомат,внедорожник 5 дв.,передний,белый
1 600 000 ₽,Lexus RX 330 II,2004,280333км,3.3 л / 230 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серебристый
,BMW 5 серии 520i IV (E39) Рестайлинг,2003,128000км,2.2 л / 170 л.с. / Бензин,механика,седан,задний,зелёный
3 190 000 ₽,Great Wall Poer I,2024,4007км,2.0 л / 150 л.с. / Дизель,автомат,пикап двойная кабина,полный,коричневый
21 950 495 ₽,BMW M5 Touring VII (G90),2024,50км,4.4 л / 727 л.с. / Гибрид,автомат,универсал 5 дв.,полный,зелёный
280 000 ₽,Volkswagen Passat B5,1997,382501км,1.8 л / 125 л.с. / Бензин,механика,седан,передний,синий
1 099 999 ₽,Opel Signum I Рестайлинг,2006,188000км,2.2 л / 155 л.с. / Бензин,автомат,хэтчбек 5 дв.,передний,чёрный
1 050 000 ₽,Hyundai Santa Fe II,2007,271600км,2.7 л / 189 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,голубой
500 000 ₽,Peugeot 307 I,2004,407000км,2.0 л / 137 л.с. / Бензин,механика,хэтчбек 5 дв.,передний,серый
4 405 000 ₽,Genesis GV80 I,2022,33159км,2.5 л / 304 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,чёрный
1 141 000 ₽,Volkswagen Golf VII Рестайлинг,2018,64000км,1.4 л / 150 л.с. / Бензин,робот,хэтчбек 5 дв.,передний,чёрный
208 000 ₽,Ford Focus I (North America),2004,112542км,2.3 л / 145 л.с. / Бензин,автомат,универсал 5 дв.,передний,синий
280 000 ₽,Rover 75 I,2000,256000км,2.0 л / 150 л.с. / Бензин,механика,седан,передний,синий
430 000 ₽,Lada (ВАЗ) Priora I,2013,153000км,1.6 л / 98 л.с. / Бензин,механика,хэтчбек 5 дв.,передний,чёрный
1 375 000 ₽,Toyota RAV4 III (XA30),2008,167381км,2.0 л / 152 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,пурпурный
,Kia Sportage IV,2016,149000км,2.0 л / 150 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,белый
485 000 ₽,Audi A6 II (C5) Рестайлинг,2002,322000км,3.0 л / 220 л.с. / Бензин,вариатор,седан,передний,чёрный
3 544 421 ₽,Kia K5 III,2022,30796км,1.6 л / 180 л.с. / Бензин,автомат,седан,передний,серый
1 200 000 ₽,Mitsubishi Outlander II,2008,308000км,2.4 л / 170 л.с. / Бензин,механика,внедорожник 5 дв.,полный,чёрный
2 430 000 ₽,Kia K3 II Рестайлинг,2022,45127км,1.6 л / 123 л.с. / Бензин,вариатор,седан,передний,серый
75 000 ₽,Lada (ВАЗ) 2115,2005,173000км,1.5 л / 76 л.с. / Бензин,механика,седан,передний,серебристый
4 750 000 ₽,Lexus ES 250 VII,2020,49500км,2.5 л / 206 л.с. / Бензин,автомат,седан,полный,серый
5 500 000 ₽,Lexus NX 350h II,2023,2800км,2.5 л / 244 л.с. / Гибрид,автомат,внедорожник 5 дв.,полный,чёрный
12 500 000 ₽,Mercedes-Benz G-Класс AMG 63 AMG I (W463) Рестайлинг 3,2017,10455км,5.5 л / 571 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серый
1 750 000 ₽,Honda Odyssey (North America) III,2010,144000км,3.5 л / 248 л.с. / Бензин,автомат,минивэн,передний,чёрный
800 000 ₽,Nissan Dualis,2008,167000км,2.0 л / 137 л.с. / Бензин,вариатор,внедорожник 5 дв.,передний,серый
1 990 000 ₽,Audi Q5 I (8R) Рестайлинг,2012,274000км,3.0 л / 245 л.с. / Дизель,робот,внедорожник 5 дв.,полный,коричневый
1 770 000 ₽,Lada (ВАЗ) Vesta I Рестайлинг (NG),2024,50км,1.8 л / 122 л.с. / Бензин,вариатор,седан,передний,коричневый
2 349 000 ₽,Toyota RAV4 IV (XA40),2014,82000км,2.0 л / 146 л.с. / Бензин,вариатор,внедорожник 5 дв.,полный,серебристый
2 190 000 ₽,Mazda CX-5 I Рестайлинг,2015,187635км,2.5 л / 184 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,белый
1 500 000 ₽,Audi Q3 I (8U),2012,206936км,2.0 л / 170 л.с. / Бензин,робот,внедорожник 5 дв.,полный,коричневый
640 000 ₽,Lifan X60 I,2014,105690км,1.8 л / 128 л.с. / Бензин,механика,внедорожник 5 дв.,передний,серебристый
5 250 000 ₽,Toyota Land Cruiser 200 Series Рестайлинг 1,2014,83020км,4.6 л / 309 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,белый
2 500 000 ₽,Jeep Grand Cherokee IV (WK2),2011,150000км,3.6 л / 286 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серый
7 200 000 ₽,Ford Ranger Double Cab T6.2,2024,120км,2.3 л / 256 л.с. / Бензин,автомат,пикап двойная кабина,полный,чёрный
150 000 ₽,ГАЗ 31105 «Волга»,2007,58100км,2.3 л / 131 л.с. / Бензин,механика,седан,задний,серебристый
5 500 000 ₽,Mercedes-Benz GLS 400 I (X166),2018,117100км,3.0 л / 333 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,синий
979 990 ₽,Ford Focus III,2011,163453км,2.0 л / 150 л.с. / Бензин,робот,хэтчбек 5 дв.,передний,белый
95 000 ₽,Lada (ВАЗ) 2115,2005,300000км,1.5 л / 76 л.с. / Бензин,механика,седан,передний,серебристый
499 000 ₽,Nissan AD III,2009,210000км,1.2 л / 90 л.с. / Бензин,автомат,универсал 5 дв.,передний,серый
4 300 000 ₽,BMW X6 40d II (F16),2017,108500км,3.0 л / 313 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,чёрный
300 000 ₽,Suzuki Vitara I,1992,100000км,1.6 л / 80 л.с. / Бензин,механика,внедорожник 3 дв.,полный,чёрный
2 189 000 ₽,Haval F7 I Рестайлинг,2022,47103км,2.0 л / 190 л.с. / Бензин,робот,внедорожник 5 дв.,полный,красный
565 000 ₽,Toyota Probox I,2003,353451км,1.5 л / 105 л.с. / Бензин,автомат,универсал 5 дв.,полный,белый
2 670 000 ₽,Toyota RAV4 V (XA50),2021,29000км,2.0 л / 171 л.с. / Бензин,вариатор,внедорожник 5 дв.,полный,белый
1 970 000 ₽,Jeep Grand Cherokee IV (WK2),2012,181000км,3.6 л / 286 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,чёрный
8 060 000 ₽,Audi Q7 50 TDI II (4M) Рестайлинг,2023,7000км,3.0 л / 286 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,серый
1 360 017 ₽,Haval DaGou (Big Dog) I,2022,23800км,1.5 л / 169 л.с. / Бензин,робот,внедорожник 5 дв.,передний,серый
500 000 ₽,Audi A4 I (B5) Рестайлинг,1999,391000км,1.8 л / 150 л.с. / Бензин,автомат,универсал 5 дв.,полный,серебристый
650 000 ₽,Toyota Raum II,2003,220000км,1.5 л / 109 л.с. / Бензин,автомат,компактвэн,передний,серый
5 500 000 ₽,Mercedes-Benz GLE AMG 43 AMG I (W166),2017,61208км,3.0 л / 367 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,белый
1 450 000 ₽,Hyundai ix35 I Рестайлинг,2015,111050км,2.0 л / 150 л.с. / Бензин,автомат,внедорожник 5 дв.,передний,белый
3 348 002 ₽,BMW X1 Long 25Li xDrive II (F48) Рестайлинг,2022,17536км,2.0 л / 192 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,белый
1 007 000 ₽,Mitsubishi Outlander I,2005,87000км,2.4 л / 160 л.с. / Бензин,механика,внедорожник 5 дв.,полный,зелёный
3 799 000 ₽,"Mercedes-Benz S-Класс 350 CDI BlueTEC VI (W222, C217)",2016,229000км,3.0 л / 249 л.с. / Дизель,автомат,седан,полный,чёрный
970 000 ₽,Subaru Forester I Рестайлинг,2002,240000км,2.0 л / 250 л.с. / Бензин,автомат,универсал 5 дв.,полный,золотистый
1 450 000 ₽,Hyundai Santa Fe II Рестайлинг,2012,167700км,2.4 л / 174 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серый
4 730 000 ₽,BMW X6 30d II (F16),2018,104900км,3.0 л / 249 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,серый
3 400 000 ₽,Lexus RX 350 III Рестайлинг,2015,92000км,3.5 л / 277 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,белый
6 900 000 ₽,Toyota Land Cruiser Prado 150 Series Рестайлинг 3,2020,3580км,2.8 л / 200 л.с. / Дизель,автомат,внедорожник 5 дв.,полный,серый
350 000 ₽,Toyota Corolla VIII (E110),1998,350000км,1.3 л / 86 л.с. / Бензин,механика,хэтчбек 3 дв.,передний,чёрный
285 000 ₽,Hyundai Elantra III (XD),2002,256885км,2.0 л / 139 л.с. / Бензин,автомат,седан,передний,белый
